id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude,holc_id,holc_grade
1503392411,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,PA Cleanways of Allegheny County,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2/8/17,f,Perry South,6,26,42003261500,1,26,1,23-Jan,40.47045,-80.013791,1503392411,B4
989736028,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 8 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1835066902,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Bloomfield Preservation and Heritage,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
625933011,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
59228036,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1306020995,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh AIDS Task Force,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,f,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.46211,-79.926281,1306020995,D8
151537107,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Shepherd Wellness Community,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/9/17,f,Bloomfield,7,8,42003080400,2,8,5,1-Mar,40.45966,-79.947351,151537107,C13
431503827,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Southside Slopes Neighborhood Association,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1273791747,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1177549293,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Womens Center and Shelter,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1696615757,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,1000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
2127914303,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Brookline Christian Food Pantry,Administration/Sub-Award,10000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1133224421,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Saint Paul's Benevolent & Missionary Institute,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1976647247,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Jewish Family and Childrens Services - Refugee Services,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,f,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43622838,-79.92372459,1976647247,B13
229986650,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Young Men and Women's Hebrew Association / Irene Kauffman Centers / JCC of Greater Pittsburgh,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,f,Squirrel Hill South,5,14,42003141300,3,14,4,18-Feb,40.43769262,-79.92393066,229986650,B13
1707851509,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Jewish Family and Childrens Services - Squirrel Hill Community Food Pantry,Administration/Sub-Award,3500,Planned,,Non-Asset,2017,2/8/17,f,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43622728,-79.92373157,1707851509,B13
442921157,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Hazelwood Initiative,Administration/Sub-Award,15000,Planned,,Non-Asset,2017,2/8/17,f,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40643414,-79.94266699,442921157,D11
1696718969,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Tree of Hope,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,f,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.44360122,-79.92105373,1696718969,A5
1995361909,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Vietnam Veterans Leadership,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2/8/17,f,Strip District,7,6,42003020300,6,6,2,2-Mar,40.45905,-79.973781,1995361909,D6
687575657,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Hunger,Administration/Sub-Award,64000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1588525402,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Safety,Administration/Sub-Award,16000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1383932361,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Poise Foundation,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1078842365,COMMUNITY-BASED ORGANIZATIONS,Council District 4 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
960435724,COMMUNITY-BASED ORGANIZATIONS,Mayor Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1222047212,COMMUNITY-BASED ORGANIZATIONS,Council District 7 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1088045587,COMMUNITY-BASED ORGANIZATIONS,Council District 8 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
413288573,COMMUNITY-BASED ORGANIZATIONS,Council District 9 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
2119980039,COMMUNITY-BASED ORGANIZATIONS,HOUSING AND ECONOMIC DEVELOPMENT IMPROVEMENTS,Administration/Sub-Award,700000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1103695043,COMMUNITY-BASED ORGANIZATIONS,HOUSING AND ECONOMIC DEVELOPMENT OPPORTUNITIES,Administration/Sub-Award,500000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1634050597,COMMUNITY-BASED ORGANIZATIONS,Improve Housing and Economic Development in Distressed Areas of the City,Administration/Sub-Award,600000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
651707998,COMMUNITY-BASED ORGANIZATIONS,Council District 6 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1549914491,COMMUNITY-BASED ORGANIZATIONS,Council District 1 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1303464728,COMMUNITY-BASED ORGANIZATIONS,Council District 2 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
762935307,COMMUNITY-BASED ORGANIZATIONS,Council District 3 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1618763884,COMMUNITY-BASED ORGANIZATIONS,Council District 5 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
548255638,COMPLETE STREETS,VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION,Engineering and Construction,200000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
625732325,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,300000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1216752652,COMPLETE STREETS,PEDESTRIAN SIGNAL UPGRADES - FIFTH & HIGHLAND,Engineering and Construction,210000,Planned,,Non-Asset,2020,9/30/20,,Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,40.45194005,-79.92392992,1216752652,A5
1920802278,COMPLETE STREETS,TRAFFIC CALMING - CENTRE AVENUE CORRIDOR,Engineering and Construction,200000,Planned,,Non-Asset,2020,9/30/20,,,,,,,,,,,,,
1001685265,COMPLETE STREETS,Baum-Centre Crossings,Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,Bloomfield,7,8,42003080400,2,8,5,1-Mar,40.4555272,-79.94157817,1001685265,C13
417961382,COMPLETE STREETS,Prospect Drive Traffic Calming,Engineering and Construction,20000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
2071944248,COMPLETE STREETS,GREEN LIGHT GO - CONSTRUCTION,Engineering and Construction,690142,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
359034044,COMPLETE STREETS,FINAL MILE BIKE PROJECTS - DESIGN,Engineering and Construction,2400000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
232367219,COMPLETE STREETS,VISION ZERO - INTERSECTION SAFETY REMEDIATION,Engineering and Construction,100000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
393536016,COMPLETE STREETS,GRANDVIEW AVE - IMPROVEMENTS (DCED MTF),Engineering and Construction,1848700,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
38649428,COMPLETE STREETS,South Dallas Avenue Road Diet,Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
732971982,COMPLETE STREETS,NORTHUMBERLAND & SHADY - INTERSECTION RECONSTRUCTION,Engineering and Construction,140000,Planned,TS482,Signalized Intersection,2019,2/6/19,f,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.44181501,-79.91990233,732971982,B13
67539409,COMPLETE STREETS,LIBERTY & MILLVALE - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS423,Signalized Intersection,2019,2/6/19,f,Bloomfield,7,8,42003080400,2,8,5,6-Mar,40.46000363,-79.94596272,67539409,C13
997812955,COMPLETE STREETS,Saline Street Traffic Calming,Engineering and Construction,50000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
2049420900,COMPLETE STREETS,ALLEGHENY CIRCLE - PHASE II CONSTRUCTION,Engineering and Construction,1000000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
521960907,COMPLETE STREETS,VISION ZERO - INTERSECTION SAFETY REMEDIATION,Engineering and Construction,100000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1252993539,COMPLETE STREETS,GREEN LIGHT GO - CONSTRUCTION,Engineering and Construction,3560565,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
720099362,COMPLETE STREETS,ALLEGHENY CIRCLE - PHASE II CONSTRUCTION,Engineering and Construction,100000,Planned,TS237,Signalized Intersection,2019,2/6/19,f,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,40.45031194,-80.00489781,720099362,D2
883263912,COMPLETE STREETS,AIKEN & CENTRE - PEDESTRIAN SIGNAL UPGRADES,Engineering and Construction,205000,Planned,TS2,Signalized Intersection,2019,2/6/19,f,Shadyside,8,7,42003070900,2,7,4,23-Mar,40.4559097,-79.93859121,883263912,C13
630933327,COMPLETE STREETS,Grandview Avenue Traffic Calming,Engineering and Construction,50000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1111207871,COMPLETE STREETS,BELLEFIELD & FIFTH - SIGNAL UPGRADES,Engineering and Construction,65000,Planned,TS102,Signalized Intersection,2019,2/6/19,f,North Oakland,8,4,42003982200,3,4,4,7-Feb,40.44647634,-79.95191089,,
768789779,COMPLETE STREETS,CALIFORNIA & ANTRIM - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS39,Signalized Intersection,2019,2/6/19,f,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.47526053,-80.03957248,768789779,C2
1919662181,COMPLETE STREETS,FORWARD & MURRAY - PEDESTRIAN UPGRADES,Engineering and Construction,295000,Planned,TS359,Signalized Intersection,2019,2/6/19,f,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,40.4296236,-79.92353314,1919662181,B14
892110751,COMPLETE STREETS,FRANKSTOWN & EAST LIBERTY - SIGNAL UPGRADES,Engineering and Construction,265000,Planned,TS151,Signalized Intersection,2019,2/6/19,f,Larimer,9,12,42003120800,2,12,5,10-Mar,40.46080647,-79.91578885,892110751,D8
1388920088,COMPLETE STREETS,Neighborhood Traffic Calming Response,Engineering and Construction,360000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
162720900,COMPLETE STREETS,STRIP DISTRICT - BIKE INFRASTRUCTURE PLANNING,Engineering and Construction,150000,Planned,11858,Pavement,2019,2/5/19,f,Strip District,7,2,42003020300,6,2,2,3-Feb,40.4492631,-79.9867885,162720900,D6
1434277116,COMPLETE STREETS,Ellsworth Slow Street,Engineering and Construction,250000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1410754824,COMPLETE STREETS,Brighton Road - Bike Infrastructure,Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
625653768,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,200000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
677141551,COMPLETE STREETS,FINAL MILE BIKE PROJECTS - CONSTRUCTION,Engineering and Construction,1000000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1223375841,COMPLETE STREETS,WALNUT ST - STREETSCAPE IMPROVEMENTS,Engineering and Construction,92000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1478074643,COMPLETE STREETS,NORTH AVE - INTERSECTION AND STREETSCAPE IMPROVEMENTS (DCED MTF),Engineering and Construction,2330324,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
661532843,COMPLETE STREETS,LIBERTY & MAIN - INTERSECTION UPGRADES,Engineering and Construction,400000,Planned,TS129,Signalized Intersection,2019,2/6/19,f,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46373074,-79.95289566,661532843,C13
997048169,COMPLETE STREETS,VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION,Engineering and Construction,150000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1665485170,COMPLETE STREETS,SIGNAL PROJECT DESIGN SERVICES,Engineering and Construction,250000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1338612073,COMPLETE STREETS,ONEPGH  INTEGRATED TRAFFIC SIGNAL DEVELOPMENT PLAN,Engineering and Construction,600000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
517149896,COMPLETE STREETS,LOCAL AUTOMATED RED LIGHT ENFORCEMENT PLANNING,Engineering and Construction,100000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
779587792,COMPLETE STREETS,SARAH & 20TH - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS516,Signalized Intersection,2019,2/6/19,f,South Side Flats,3,17,42003170200,3,17,3,24-Apr,40.42766874,-79.97772821,779587792,D26
316638988,COMPLETE STREETS,GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES,Engineering and Construction,200000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1878656519,COMPLETE STREETS,GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES,Engineering and Construction,527500,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
19010505,COMPLETE STREETS,Parkfield Street Traffic Calming,Engineering and Construction,20000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1510370888,COMPLETE STREETS,SHADY AVE - TRAFFIC CALMING STUDY,Engineering and Construction,60000,Planned,7039,Pavement,2019,2/5/19,f,Point Breeze,8,14,42003140400,3,14,4,17-Feb,40.45005418,-79.92064992,1510370888,A5
108005428,COMPLETE STREETS,MELWOOD - TRAFFIC CALMING,Engineering and Construction,100000,Planned,4487,Pavement,2019,2/5/19,f,Polish Hill,7,6,42003060500,6,6,2,6-Feb,40.45871548,-79.96225072,108005428,C14
2002519183,COMPLETE STREETS,40TH & PENN - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS356,Signalized Intersection,2019,2/6/19,f,Bloomfield,7,6,42003090300,2,6,2,6-Mar,40.46518232,-79.9579611,2002519183,C13
1383274394,COMPLETE STREETS,NORTH AVE - INTERSECTION AND STREETSCAPE IMPROVEMENTS,Engineering and Construction,998710,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
405609193,COMPLETE STREETS,WALNUT ST - STREETSCAPE IMPROVEMENTS (RAAC CITF),Engineering and Construction,250000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
562425148,COMPLETE STREETS,GRANDVIEW AVE - IMPROVEMENTS,Engineering and Construction,792300,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1140223144,COMPLETE STREETS,CENTRE & DITHRIDGE - INTERSECTION UPGRADES,Engineering and Construction,50000,Planned,2588,Pavement,2019,2/5/19,f,North Oakland,8,4,42003562000,3,4,4,23-Feb,40.4513834,-79.95369731,1140223144,B11
220656954,COMPLETE STREETS,CENTRE AVE - PRELIMINARY ENGINEERING,Engineering and Construction,250000,Planned,18580,Pavement,2019,2/5/19,f,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44472099,-79.97800878,220656954,D10
1747157429,COMPLETE STREETS,WARRINGTON & BOGGSTON - TRAFFIC CALMING,Engineering and Construction,100000,Planned,18684,Pavement,2019,2/5/19,f,Beltzhoover,3,18,42003562400,5,18,3,16-Apr,40.41809817,-80.00948849,1747157429,C33
1225751234,COMPLETE STREETS,PEDESTRIAN SIGNAL UPGRADES - WALNUT & NEGLEY,Engineering and Construction,75000,Planned,,Non-Asset,2020,9/30/20,,Shadyside,8,7,42003070300,2,7,4,11-Mar,40.45204618,-79.93098949,1225751234,B12
162413970,COMPLETE STREETS,BEECHVIEW PLAZA,Engineering and Construction,300000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1343319926,COMPLETE STREETS,WALNUT STREET - INTERSECTION UPGRADES,Engineering and Construction,100000,Planned,11275,Pavement,2019,2/5/19,f,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45069761,-79.9353139,1343319926,B12
1579553500,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,190000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1807693253,COMPLETE STREETS,PEDESTRIAN SIGNAL UPGRADES - FIFTH & WILKINS,Engineering and Construction,75000,Planned,,Non-Asset,2020,9/30/20,,Squirrel Hill North,8,14,42003140200,3,14,4,26-Feb,40.44779255,-79.93707811,1807693253,A4
2096177246,COMPLETE STREETS,ALLEGHENY CIRCLE - PHASE II CONSTRUCTION,Engineering and Construction,1700000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1402534424,COMPREHENSIVE PLAN,KENNARD PARK MASTER PLAN,Administration/Sub-Award,60000,Planned,Kennard Park,Park,2019,2/5/19,f,Terrace Village,6,5,42003051000,3,5,2,10-Feb,40.44269662,-79.97360502,1402534424,D10
1616589453,COMPREHENSIVE PLAN,Emerald View Park - Master Site Plan,Administration/Sub-Award,329889,Planned,Emerald View Regional Park,Park,2018,2/12/18,f,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.42930627,-80.01174001,1616589453,C33
2126010814,COMPREHENSIVE PLAN,South Side Park Master Plan,Administration/Sub-Award,40000,In Progress,Southside Park,Park,2018,2/8/18,f,South Side Slopes,3,17,42003160800,3,17,3,22-Apr,40.42127838,-79.97805508,2126010814,D26
1655756360,COMPREHENSIVE PLAN,Park Standards & Adopt-A-Park Toolkit,Administration/Sub-Award,40000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1198098818,COMPREHENSIVE PLAN,Sheraden Park Master Plan,Administration/Sub-Award,80000,Planned,Sheraden Park,Park,2018,2/12/18,f,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45834962,-80.05993277,1198098818,C38
606249647,COMPREHENSIVE PLAN,South Side Park Master Plan,Administration/Sub-Award,40000,In Progress,Southside Park,Park,2018,2/8/18,f,South Side Slopes,3,17,42003160800,3,17,3,22-Apr,40.42127838,-79.97805508,606249647,D26
731230156,COMPREHENSIVE PLAN,Park Standards & Adopt-A-Park Toolkit,Administration/Sub-Award,40000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
254060257,COMPREHENSIVE PLAN,KENNARD PARK MASTER PLAN,Administration/Sub-Award,40000,Planned,Kennard Park,Park,2019,2/5/19,f,Terrace Village,6,5,42003051000,3,5,2,10-Feb,40.44269662,-79.97360502,254060257,D10
2089275211,COMPREHENSIVE REVENUE MANAGEMENT SYSTEM,REVENUE MANAGEMENT SYSTEM - IMPLEMENTATION,Administration/Sub-Award,455800,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1874778494,COMPREHENSIVE REVENUE MANAGEMENT SYSTEM,B-THREE SOLUTIONS FINANCE SOFTWARE,Administration/Sub-Award,37200,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
581495058,COMPREHENSIVE REVENUE MANAGEMENT SYSTEM,BUSINESS TAX AND REVENUE MANAGEMENT SOFTWARE,Administration/Sub-Award,1282000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1676095052,COMPREHENSIVE REVENUE MANAGEMENT SYSTEM,New Revenue System,Administration/Sub-Award,1095736,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
112960057,CONSULTANTS FOR PLANS AND STUDIES,HAYS WOODS MASTER PLAN (DCNR COMMUNITY CONSERVATION PARTNERSHIPS PROGRAM),Neighborhood and Community Development,100000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1628740637,CONSULTANTS FOR PLANS AND STUDIES,SAW MILL RUN - ZONING STUDY,Neighborhood and Community Development,100000,Planned,,Non-Asset,2019,3/20/19,,Duquesne Heights,4,20,42003191400,5,20,3,28-Apr,40.42521948,-80.02107885,,
796672637,CONSULTANTS FOR PLANS AND STUDIES,WESTINGHOUSE PARK MASTER PLANNING,Neighborhood and Community Development,125000,Planned,Westinghouse Park,Park,2020,9/24/20,,Point Breeze North,9,14,42003140500,2,14,4,14-Mar,40.45302702,-79.90274771,,
156948627,CONSULTANTS FOR PLANS AND STUDIES,HAYS WOODS MASTER PLAN,Neighborhood and Community Development,100000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1322663494,CULTURAL HERITAGE PLAN,ARCHITECTURAL INVENTORY,Administration/Sub-Award,40000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1905259384,CULTURAL HERITAGE PLAN,ARCHITECTURAL INVENTORY,Administration/Sub-Award,40000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1406240205,CULTURAL HERITAGE PLAN,Cultural Heritage Plan Implementation and Architectural Inventory,Administration/Sub-Award,80000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
376557301,CULTURAL HERITAGE PLAN,CULTURAL HERITAGE PLAN IMPLEMENTATION,Administration/Sub-Award,40000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1897459590,CULTURAL HERITAGE PLAN,CULTURAL HERITAGE PLAN IMPLEMENTATION,Administration/Sub-Award,40000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
283816953,DEMOLITION OF CONDEMNED BUILDINGS,Party Wall Program,Public Safety,500000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1478926566,DEMOLITION OF CONDEMNED BUILDINGS,Accamando Center Busway Entry Plan Saw Mill Run Blvd across from Maytide,Public Safety,50000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
590226425,DEMOLITION OF CONDEMNED BUILDINGS,Demolition of Vacant Properties,Public Safety,1800000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
781551224,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Construction Management/Construction Inspection,Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
209060648,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Structures Engineering,Engineering and Construction,150000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
577372230,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",LARGE PROJECT CONSTRUCTION MANAGEMENT/CONSTRUCTION INSPECTION,Engineering and Construction,450000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
368069498,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Infrastructure Engineering,Engineering and Construction,200000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1349042598,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Vision Zero Study,Engineering and Construction,300000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
347908170,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",SAFE ROUTES TO SCHOOLS COORDINATOR,Engineering and Construction,244011,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1215759115,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",CM/CI Services,Engineering and Construction,200000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1432606856,DISTRICT 7 MOBILITY TRUST FUND,"Pedestrian Improvements, Mobility, and Infrastructure",Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
336270312,EAST CARSON STREET,EAST CARSON STREET - CONSTRUCTION,Engineering and Construction,2000000,Planned,7490,Pavement,2019,2/5/19,f,South Side Flats,3,17,42003170200,3,17,3,24-Apr,40.42879689,-79.98130455,336270312,D26
1794716527,EAST CARSON STREET (PENNDOT),East Carson Street - Construction,Engineering and Construction,1500000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
2035232680,ECONOMIC DEVELOPMENT AND HOUSING,NEW/SUBSTANTIALLY RENOVATED FOR SALE HOUSING UNITS DEVELOPED,Neighborhood and Community Development,1000000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
632493130,ECONOMIC DEVELOPMENT AND HOUSING,Owner Occupied Homes Rehabilitated,Neighborhood and Community Development,750000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
525620358,ECONOMIC DEVELOPMENT AND HOUSING,Residential Fa̤ades Improved,Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
66641140,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated for Sale Housing Units Developed,Neighborhood and Community Development,300000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
553135045,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated For Sale Housing Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1906344201,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1648845719,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1901230881,ECONOMIC DEVELOPMENT AND HOUSING,125 New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,1400000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
